,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
231,Oregon State,32,14,18,0.438,6.04,4.29,,4,14,,9,8,,3,7,,2304,2248,,68.6,104.5,0.37,0.275,0.528,48.8,55.1,9.2,11.2,0.497,16.5,34.4,0.248
232,Oregon NCAA,37,28,9,0.757,13.82,5.77,,12,6,,17,2,,6,5,,2650,2352,,68.8,102.4,0.383,0.273,0.531,52.5,51.3,12.1,10.2,0.493,18.2,35.7,0.27
233,Pacific NCAA,35,22,13,0.629,1.96,1.05,,13,5,,13,2,,4,9,,2344,2238,,63.3,105.4,0.372,0.321,0.542,47.8,61.9,8.7,4.2,0.509,15.3,29.5,0.256
234,Penn State,31,10,21,0.323,2.85,9.46,,2,16,,8,9,,1,9,,1910,2115,,64.4,94.8,0.371,0.315,0.486,48.1,46.1,8.1,10.4,0.442,16.2,30.9,0.258
235,Pennsylvania,31,9,22,0.29,-6.97,-1.48,,6,8,,5,7,,4,12,,1947,2117,,67.5,92.6,0.344,0.304,0.516,44.3,60.7,9.6,7.3,0.477,20.8,26.7,0.247
236,Pepperdine,30,12,18,0.4,-3.73,1.06,,4,12,,6,7,,5,10,,1883,2021,,63.8,96.9,0.341,0.299,0.522,48.1,53.5,8.7,6,0.487,19.7,32.1,0.24
237,Pittsburgh NCAA,33,24,9,0.727,18.82,5.63,,12,6,,16,3,,6,3,,2282,1847,,60.4,113.2,0.375,0.263,0.546,53.1,64.2,10.8,12.7,0.517,14.8,40.4,0.251
238,Portland State,28,8,20,0.286,-10.84,-5.54,,5,15,,8,6,,0,14,,1929,2037,,65.3,105.1,0.328,0.26,0.541,46.1,52.5,8.3,6.1,0.504,15.8,31,0.244
239,Portland,32,11,21,0.344,-5.79,3.28,,4,12,,8,8,,2,11,,1951,2189,,65.5,92.6,0.353,0.262,0.489,49.6,55.1,8.9,10.7,0.451,19.4,34,0.239
240,Prairie View,34,15,19,0.441,-15.61,-10.1,,8,10,,9,4,,3,13,,2182,2223,,69.3,92.2,0.322,0.239,0.458,49.7,45,11,9.3,0.429,17.6,38.8,0.198
241,Presbyterian,32,8,24,0.25,-17.47,-4.71,,4,12,,7,6,,1,15,,1987,2248,,63.1,97.7,0.257,0.338,0.54,43.9,51.7,7.1,4.9,0.509,18.5,23.2,0.193
242,Princeton,28,17,11,0.607,3.16,-1.65,,10,4,,9,4,,8,6,,1803,1635,,60.4,106.1,0.353,0.348,0.564,49.8,64,10.5,8.5,0.531,17.7,30.8,0.255
243,Providence,34,19,15,0.559,9.28,6.55,,9,9,,14,4,,4,8,,2299,2206,,65.8,101.7,0.374,0.308,0.501,49.7,60.5,9.3,8.2,0.459,15.8,37.4,0.262
244,Purdue,34,16,18,0.471,9.04,7.87,,8,10,,12,7,,4,7,,2252,2212,,65.7,100.1,0.335,0.23,0.494,50.7,55.8,7.5,11.4,0.463,15.8,37.1,0.219
245,Quinnipiac,31,15,16,0.484,-4.75,-4.91,,11,7,,8,6,,6,8,,2225,2220,,67.6,104.1,0.411,0.222,0.505,54.9,49.3,6,9.7,0.465,16.4,41.3,0.277
246,Radford,32,13,19,0.406,-10.87,-7.32,,7,9,,8,5,,4,12,,2136,2179,,68.4,96.1,0.361,0.327,0.483,47.1,50.9,12.3,9.1,0.449,16.3,33.5,0.234
247,Rhode Island,29,8,21,0.276,-0.6,4.95,,3,13,,5,10,,3,9,,1786,1947,,63.2,95.8,0.359,0.369,0.496,43.1,51.3,8.6,11.2,0.46,16.3,28.4,0.241
248,Rice,31,5,26,0.161,-11.12,0.01,,1,15,,5,11,,0,11,,1875,2199,,63.8,94.5,0.304,0.43,0.505,37.7,54.5,10.3,3.1,0.468,15.7,19.9,0.221
249,Richmond,34,19,15,0.559,6.9,3.43,,8,8,,15,2,,4,11,,2380,2262,,64.3,106.9,0.432,0.427,0.565,43.8,56.2,11.1,10.3,0.525,16.4,27.1,0.312
250,Rider,34,19,15,0.559,-1.22,-1.66,,12,6,,9,5,,8,9,,2166,2151,,65.9,96.6,0.394,0.346,0.526,47.8,46,10.1,12.2,0.491,20.3,30.8,0.267
251,Robert Morris,35,24,11,0.686,0.24,-4.9,,14,4,,13,3,,10,7,,2480,2300,,66.3,106.5,0.37,0.412,0.552,45.2,59.5,13.4,8.1,0.51,16.6,31,0.277
252,Rutgers,31,15,16,0.484,5.97,6.77,,5,13,,9,7,,4,8,,2027,2052,,64.7,101.1,0.324,0.249,0.52,48.1,52.2,10.8,10.6,0.487,18,35.8,0.227
253,Sacramento State,29,14,15,0.483,-9.4,-6.77,,8,12,,10,4,,4,11,,1876,1904,,63.7,101.5,0.387,0.307,0.512,46.6,55.9,8.2,7.1,0.466,15.1,30.5,0.282
254,Sacred Heart,29,9,20,0.31,-9.76,-3.69,,7,11,,5,7,,3,13,,2036,2212,,68.9,101.1,0.322,0.332,0.533,46.5,53.2,9,9,0.498,18.8,33.2,0.232
255,Saint Francis (PA),29,5,24,0.172,-15.16,-4.37,,5,13,,3,10,,2,14,,1804,2117,,64.4,94.9,0.316,0.389,0.514,43,57.5,8.5,6,0.482,19.3,27.6,0.217
256,Saint Joseph's,32,18,14,0.563,7.31,4.03,,8,8,,11,4,,5,8,,2150,2045,,63.2,105.5,0.362,0.393,0.539,47.7,60.3,8.1,14.5,0.506,16,31.7,0.252
257,Saint Louis NCAA,35,28,7,0.8,14.33,4.28,,13,3,,17,2,,6,3,,2388,2036,,64.5,105,0.44,0.341,0.545,47.3,56.1,11.7,8.3,0.504,14.9,27.4,0.31
258,Saint Mary's (CA) NCAA,35,28,7,0.8,14.51,3.31,,14,2,,16,1,,9,2,,2610,2203,,64.5,115.2,0.368,0.375,0.573,54.5,55.2,9.4,7.6,0.54,15.4,37.1,0.267
259,Saint Peter's,30,9,21,0.3,-9.05,-2.92,,3,15,,5,8,,4,11,,1788,1972,,64.1,92.2,0.303,0.268,0.479,44.7,50.4,10.8,10.5,0.458,17.2,30.3,0.179
260,Sam Houston State,34,17,17,0.5,-6.45,-5.16,,8,10,,9,6,,6,10,,2168,2080,,65.3,96.3,0.369,0.353,0.481,50.4,63.8,10.6,6.7,0.444,16.6,34.6,0.242
261,Samford,32,11,21,0.344,-10.05,-4.38,,9,9,,7,6,,4,12,,1957,2114,,61.2,98,0.314,0.351,0.532,43.6,56.5,10.3,7.4,0.507,18.7,26.7,0.207
262,San Diego State NCAA,34,23,11,0.676,13.01,6.19,,9,7,,14,1,,4,6,,2356,2077,,66.6,103.7,0.364,0.323,0.524,50.4,50.7,10.3,12,0.491,15.4,32.3,0.248
263,San Diego,34,16,18,0.471,-0.55,2.6,,7,9,,10,5,,4,9,,2215,2260,,64.6,100,0.369,0.324,0.525,46.6,50.1,9.3,10.2,0.492,17.8,31.3,0.249
264,San Francisco,31,15,16,0.484,2.42,2.83,,7,9,,8,7,,6,5,,2161,2141,,66.7,104,0.359,0.372,0.553,45.8,50.5,8.1,5.4,0.528,16.1,24.7,0.24
265,San Jose State,29,9,20,0.31,-9.39,-0.92,,3,14,,5,9,,4,9,,1802,1999,,68,91,0.362,0.294,0.461,47.4,50.4,8.8,8.5,0.421,17,33.7,0.238
266,Santa Clara,38,26,12,0.684,6.58,1.72,,9,7,,15,5,,10,6,,2827,2577,,68.1,108.6,0.366,0.383,0.549,48.6,57.7,11.6,11.9,0.511,15.4,33.6,0.266
267,Savannah State,34,19,15,0.559,-5.41,-4.73,,11,5,,11,3,,7,11,,1931,1887,,63.2,88.5,0.364,0.263,0.487,48.6,49,14.1,11.7,0.459,22.8,35.2,0.225
268,Seattle,30,8,22,0.267,-4.53,-1.05,,3,15,,5,11,,3,9,,1966,2058,,70.1,92.4,0.29,0.318,0.494,51.5,57.2,10.9,8.2,0.471,21.5,36.6,0.181
269,Seton Hall,33,15,18,0.455,5.54,5.96,,3,15,,10,7,,2,9,,2136,2150,,65,98.9,0.345,0.417,0.538,47.7,62,10.4,7.1,0.513,20.6,31,0.227
270,Siena,32,8,24,0.25,-10.25,-1.87,,4,14,,4,10,,2,12,,1921,2189,,64.2,92.8,0.381,0.337,0.499,46.5,50.2,8.7,7.3,0.461,20.3,33,0.256
271,South Alabama,30,17,13,0.567,-2.89,-2.96,,14,6,,10,3,,7,7,,2060,2040,,69,98.6,0.448,0.319,0.513,49.3,47.4,9.5,12.3,0.462,19.1,36.4,0.321
272,South Carolina State,30,6,24,0.2,-18.17,-5.1,,2,14,,5,8,,1,15,,1808,2135,,65.9,90.4,0.281,0.28,0.461,46.6,53.5,9,10.3,0.431,18.6,36.2,0.182
273,South Carolina Upstate,33,16,17,0.485,-3.59,-4.79,,9,9,,9,4,,5,11,,2315,2194,,66.9,104.5,0.338,0.324,0.526,51,60.9,10.5,11.5,0.501,16.8,36.4,0.219
274,South Carolina,32,14,18,0.438,-0.71,2.11,,4,14,,10,8,,1,9,,2115,2205,,66.4,98.1,0.352,0.332,0.503,49.3,52.8,7.6,9.6,0.466,18.9,38.3,0.243
275,South Dakota State NCAA,35,25,10,0.714,2.36,-3.27,,13,3,,13,0,,7,9,,2568,2300,,64,113.1,0.324,0.358,0.574,51.3,55.6,7.7,6.1,0.539,14,29.8,0.247
276,South Dakota,30,10,20,0.333,-7.5,-2.92,,5,11,,5,7,,4,11,,2113,2208,,67.2,104.9,0.369,0.348,0.559,44.2,52,9.1,7.1,0.513,16.1,24.7,0.288
277,South Florida,31,12,19,0.387,4.28,7.7,,3,15,,10,8,,2,10,,1822,1928,,60.1,95.5,0.292,0.365,0.48,44.9,54.3,10.1,9.5,0.446,15.1,30.3,0.203
278,Southeast Missouri State,33,17,16,0.515,-5.51,-6.06,,8,8,,9,5,,7,8,,2446,2360,,69.2,106.6,0.327,0.343,0.564,47.8,59.3,7.5,11.5,0.537,16.3,28.1,0.229
279,Southeastern Louisiana,31,13,18,0.419,-10.65,-3.76,,10,8,,9,3,,3,14,,1965,2113,,66.4,95.1,0.36,0.304,0.498,45.1,43.9,7.1,7.6,0.464,16.8,27.2,0.238
280,Southern California,32,14,18,0.438,6.31,8.25,,9,9,,10,6,,3,9,,2101,2163,,67.1,96.4,0.3,0.266,0.504,47.5,51.8,8.3,13.1,0.472,17,29.2,0.208
281,SIU Edwardsville,27,9,18,0.333,-11.19,-4.67,,5,11,,8,5,,1,13,,1699,1827,,66.3,94.9,0.337,0.307,0.513,45.7,55.8,8.3,5.9,0.482,19,28.7,0.225
282,Southern Illinois,31,14,17,0.452,-0.82,2.28,,6,12,,9,4,,4,11,,1964,2019,,63.2,99.8,0.34,0.264,0.514,46.3,43.8,12.7,7.1,0.488,16.5,31.8,0.218
283,Southern Methodist,32,15,17,0.469,-0.59,-1.33,,5,11,,7,7,,6,7,,2064,2007,,63.8,100.7,0.408,0.202,0.532,49.7,52.5,10.7,13.9,0.484,19.2,34.8,0.304
284,Southern Mississippi,37,27,10,0.73,8.95,1.49,,12,4,,14,2,,9,6,,2733,2348,,66.2,109.7,0.362,0.313,0.566,51.8,55.9,14.3,9.9,0.538,18.4,39.4,0.252
285,Southern Utah,31,11,20,0.355,-12.04,-5,,8,12,,9,5,,2,12,,2066,2230,,69.2,95.6,0.365,0.285,0.498,49.3,52.6,7.1,12.9,0.452,18.5,32.6,0.265
286,Southern NCAA,33,23,10,0.697,-2.61,-10.31,,15,3,,12,0,,8,8,,2223,1890,,65.4,103,0.392,0.352,0.533,46.9,49.4,11.3,10.8,0.497,14.7,26.4,0.27
287,St. Bonaventure,29,14,15,0.483,3.44,2.71,,7,9,,8,6,,5,9,,2109,2088,,67.3,107.2,0.399,0.358,0.561,46.1,58.6,9.6,8.4,0.516,17.3,32.3,0.305
288,St. Francis (NY),30,12,18,0.4,-5.92,-4.75,,8,10,,6,6,,6,10,,2108,2143,,67.6,103.5,0.316,0.351,0.512,46.6,50.7,9.6,6,0.484,15.2,34.4,0.21
289,St. John's (NY),33,17,16,0.515,5.8,7.16,,8,10,,11,5,,5,8,,2138,2183,,67.4,95.1,0.289,0.223,0.473,44.8,49,9.8,18.4,0.445,14.3,30.5,0.185
290,Stanford,34,19,15,0.559,11.4,7.37,,9,9,,12,5,,5,7,,2397,2260,,68.3,102.9,0.334,0.33,0.517,48.9,49.6,8.6,9.6,0.475,14.8,32.1,0.248
291,Stephen F. Austin,32,27,5,0.844,4.25,-6.64,,16,2,,15,0,,11,4,,2075,1639,,62.7,103.3,0.395,0.25,0.53,52.9,64.1,12.5,10.8,0.509,17.1,35.2,0.241
292,Stetson,31,15,16,0.484,-6.45,-4.45,,11,7,,8,6,,6,9,,2180,2218,,68.9,102,0.349,0.393,0.556,48.7,65.4,7.7,6.4,0.525,20,31.5,0.246
293,Stony Brook,33,25,8,0.758,5.6,-4.12,,14,2,,11,1,,13,6,,2245,1898,,64.7,105.2,0.377,0.307,0.535,51.2,51.5,9.9,11.6,0.498,15.7,32.5,0.265
294,Syracuse NCAA,40,30,10,0.75,20.3,8.57,,11,7,,17,2,,5,5,,2816,2347,,65.2,107.3,0.368,0.304,0.523,49.7,55.8,13.7,19.3,0.49,15.5,38.8,0.248
295,Temple NCAA,34,24,10,0.706,9.52,5.2,,11,5,,14,3,,8,4,,2456,2309,,67.6,106.8,0.356,0.373,0.529,46.5,58.4,11.6,9.5,0.49,13.6,30.8,0.257
296,Tennessee-Martin,30,9,21,0.3,-16.58,-4.19,,5,11,,7,7,,2,13,,2008,2295,,69.5,94.7,0.369,0.292,0.493,46.8,54.3,9.7,7,0.442,18.2,33.1,0.274
297,Tennessee State,33,18,15,0.545,-2.17,-1.3,,11,5,,11,2,,5,11,,2360,2308,,68.8,103.2,0.407,0.335,0.543,49.8,54,10.4,11.8,0.496,18.9,35.7,0.304
298,Tennessee Tech,29,12,17,0.414,-9.68,-3.31,,5,11,,9,5,,3,12,,1878,1951,,66.2,97.8,0.371,0.363,0.523,48.8,52.3,9.6,10.8,0.484,20.7,35.8,0.263
299,Tennessee,33,20,13,0.606,9,6.03,,11,7,,13,4,,4,7,,2189,2091,,63.1,103.5,0.422,0.313,0.521,51.9,47,6.6,10.1,0.479,16.8,36.5,0.291
300,Texas A&M-Corpus Christi,29,6,23,0.207,-11.76,-3.65,,5,13,,4,9,,2,14,,1746,1962,,63.3,95,0.321,0.297,0.486,44.5,49.8,10,11.1,0.451,16.3,30.2,0.218
301,Texas A&M,33,18,15,0.545,6.5,4.86,,7,11,,12,6,,4,6,,2103,2049,,61.7,101.1,0.329,0.266,0.522,48.2,49.5,10.2,9,0.488,17.9,34.9,0.232
302,Texas-Arlington,33,19,14,0.576,0.58,-0.9,,11,7,,7,8,,10,5,,2121,2072,,66.6,96.5,0.364,0.304,0.497,49.9,54.8,11.4,11.9,0.464,18.5,36.3,0.237
303,Texas Christian,32,11,21,0.344,-4.27,4.41,,2,16,,9,9,,1,10,,1761,2002,,61.7,89.2,0.404,0.239,0.47,46.9,51,8.7,7.6,0.438,18.7,32.2,0.243
304,Texas-El Paso,32,18,14,0.563,4.63,2.38,,10,6,,12,3,,4,7,,2042,1970,,61.8,101.7,0.426,0.321,0.541,45.8,60.6,8.5,9.8,0.506,17.3,28,0.288
305,Texas-Rio Grande Valley,32,16,16,0.5,-13.35,-8.18,,5,3,,11,2,,3,11,,2101,2155,,66,97.2,0.378,0.328,0.52,44.4,55.8,10,4.9,0.493,18.5,29.4,0.241
306,Texas-San Antonio,32,10,22,0.313,-6.47,-1,,3,14,,3,9,,4,11,,2048,2223,,65.2,97.8,0.364,0.408,0.505,44.5,46.5,9.5,3.9,0.469,17.5,31,0.246
307,Texas Southern,31,17,14,0.548,-2.09,-7.25,,16,2,,10,3,,7,11,,2179,2019,,65.2,106.1,0.312,0.441,0.538,47.2,56.3,7.7,10.8,0.519,15.3,31.5,0.199
308,Texas State,34,12,22,0.353,-6.36,-0.9,,5,13,,4,11,,5,8,,2398,2558,,71.6,98.1,0.368,0.347,0.517,43.4,49.8,10.4,7.9,0.477,16.8,27.3,0.26
309,Texas Tech,31,11,20,0.355,-3.11,4.31,,3,15,,9,11,,1,8,,2026,2256,,68.2,95.4,0.381,0.302,0.501,45.8,47.7,12,8.4,0.465,18.4,32.1,0.254
310,Texas,34,16,18,0.471,6.85,6.55,,7,11,,12,4,,2,10,,2229,2232,,66.7,95.9,0.407,0.309,0.497,48.8,50.4,9.4,12.4,0.459,18.2,34.3,0.269
311,Toledo,28,15,13,0.536,-2.43,-3.04,,10,6,,8,4,,6,9,,1928,1911,,66.5,102.6,0.375,0.321,0.531,44.5,55.2,10.5,9.7,0.483,15.6,28.8,0.286
312,Towson,31,18,13,0.581,-1.92,-2.59,,13,5,,6,5,,9,8,,2125,2066,,65.3,102.5,0.4,0.306,0.52,52.3,41.8,7.7,13.6,0.488,18.4,39.4,0.262
313,Troy,33,12,21,0.364,-8.77,-4.01,,6,14,,8,7,,2,12,,2046,2203,,61.9,97.6,0.245,0.357,0.48,44.9,49.3,8.5,7.2,0.453,13.9,30.7,0.167
314,Tulane,35,20,15,0.571,1.87,-1.8,,6,10,,15,4,,3,10,,2436,2299,,65.2,106.8,0.46,0.338,0.527,50.7,51,10.2,5.5,0.475,15.7,36,0.334
315,Tulsa,33,17,16,0.515,-1.06,0.95,,8,8,,9,5,,5,8,,2241,2249,,67.8,99,0.436,0.34,0.527,48.1,51,9.4,8.7,0.491,18.6,30.6,0.292
316,UCLA NCAA,35,25,10,0.714,12.88,7.82,,13,5,,15,3,,6,3,,2604,2427,,69.6,105.4,0.331,0.241,0.528,46.6,58.2,11.5,8.4,0.491,13.7,30.7,0.24
317,Utah State,31,21,10,0.677,3.79,-0.68,,11,7,,14,4,,7,5,,2134,1971,,62.2,109.3,0.395,0.313,0.562,55.6,60.7,7.7,11.8,0.525,17.7,37.8,0.285
318,Utah Valley,32,14,18,0.438,-11.38,-7.02,,3,5,,9,4,,3,11,,2157,2165,,65.2,101,0.314,0.31,0.537,47.1,57.8,9.5,7.9,0.505,16.3,26.1,0.223
319,Utah,33,15,18,0.455,4.74,6.68,,5,13,,11,7,,2,10,,2117,2086,,63.3,100.6,0.319,0.316,0.535,47.4,60.7,8.7,9,0.496,17.7,28.6,0.241
320,Valparaiso NCAA,34,26,8,0.765,7.15,-1.13,,13,3,,15,2,,10,5,,2420,2119,,65.1,108.9,0.42,0.4,0.594,50.5,56.7,10.4,8.6,0.559,19.3,31.2,0.307
321,Vanderbilt,33,16,17,0.485,6.24,6.03,,8,10,,9,6,,4,7,,1991,1984,,61.4,97.5,0.351,0.439,0.511,47.3,56.5,7.8,10.6,0.484,17,27.9,0.223
322,Vermont,33,21,12,0.636,-0.13,-4.46,,11,5,,10,5,,9,7,,2097,1954,,62,102.5,0.448,0.302,0.532,51.5,52.7,10.6,8.7,0.486,17.6,34.5,0.318
323,Villanova NCAA,34,20,14,0.588,10.74,8.53,,10,8,,12,4,,6,7,,2307,2214,,67.4,98.8,0.505,0.351,0.529,49.8,56.4,11.3,9.9,0.474,19.6,33,0.363
324,Virginia Commonwealth NCAA,36,27,9,0.75,16.89,4.47,,12,4,,15,2,,8,3,,2770,2323,,68.6,111.4,0.298,0.357,0.541,48,51.6,17,8.9,0.513,13.7,36,0.209
325,VMI,31,14,17,0.452,-11.4,-7.11,,8,8,,8,5,,5,10,,2423,2411,,73.7,105.6,0.3,0.432,0.527,46.1,53.3,10.9,9.7,0.504,15.1,33.2,0.197
326,Virginia Tech,32,13,19,0.406,1.74,6.27,,4,14,,10,7,,2,9,,2248,2393,,67.8,102,0.368,0.312,0.515,46.5,41.1,6.3,10.4,0.475,15,30.7,0.261
327,Virginia,35,23,12,0.657,12.89,4.23,,11,7,,20,2,,3,8,,2248,1945,,61.3,104.4,0.316,0.309,0.546,48.8,60,9.6,13.3,0.516,16,28.3,0.223
328,Wagner,31,19,12,0.613,-3.23,-5.07,,12,6,,11,3,,7,8,,2136,2079,,68,98.9,0.403,0.24,0.518,50.1,50.4,11.7,14.6,0.475,18.6,35,0.284
329,Wake Forest,31,13,18,0.419,3.41,6.15,,6,12,,11,5,,1,10,,2093,2178,,69.2,97.5,0.437,0.295,0.525,46.5,49.1,10.3,10.7,0.485,18.2,27.7,0.297
330,Washington State,32,13,19,0.406,6.7,5.26,,4,14,,10,7,,1,9,,2061,2015,,62.4,102.4,0.341,0.398,0.527,48.6,54.7,7.2,7.5,0.496,16.5,31.6,0.235
331,Washington,34,18,16,0.529,7.93,7.22,,9,9,,11,7,,5,7,,2309,2285,,66.1,102,0.338,0.273,0.515,50.4,48.2,7.9,10.3,0.482,16.7,37.3,0.231
332,Weber State,37,30,7,0.811,5.87,-5.61,,18,2,,17,2,,11,5,,2800,2275,,65.4,114.5,0.392,0.327,0.603,53.5,52.3,8,10.6,0.574,16.4,30.8,0.283
333,West Virginia,32,13,19,0.406,4.6,6.54,,6,13,,8,6,,3,9,,2116,2178,,65.5,100.6,0.408,0.306,0.501,48.5,54.8,11.1,10.5,0.456,16.5,37.1,0.283
334,Western Carolina,33,14,19,0.424,-6.45,-4.42,,9,9,,7,6,,5,11,,2288,2299,,66.7,103.1,0.314,0.317,0.517,47,45,11.3,8.5,0.484,16.2,34.9,0.221
335,Western Illinois,31,22,9,0.71,-1.87,-5.42,,13,3,,12,2,,7,5,,1845,1663,,58.5,101.4,0.403,0.291,0.548,49.2,56.3,9.9,12.2,0.523,17.3,25.6,0.259
336,Western Kentucky NCAA,36,20,16,0.556,-0.65,-1.14,,10,10,,11,4,,4,9,,2409,2364,,67,99.5,0.385,0.362,0.52,50.3,47.8,9.2,8.7,0.485,18.8,35.1,0.26
337,Western Michigan,35,22,13,0.629,0.42,-1.43,,10,6,,12,2,,7,10,,2345,2237,,65.2,101.7,0.46,0.323,0.53,51.7,52.5,8.6,9.3,0.484,18.7,36,0.323
338,Wichita State NCAA,39,30,9,0.769,14.68,6.09,,12,6,,14,2,,7,5,,2720,2385,,64.9,107.5,0.365,0.353,0.535,53.2,55.6,11.4,13.5,0.5,16.2,38,0.255
339,William & Mary,30,13,17,0.433,-4.03,-3.45,,7,11,,8,5,,5,11,,2064,2048,,63.4,105.8,0.372,0.385,0.571,47.8,59.6,7.9,7.8,0.54,17.8,28.6,0.264
340,Winthrop,31,14,17,0.452,-8.61,-4.43,,6,10,,11,4,,2,12,,1859,1897,,62,96.4,0.36,0.367,0.51,46.8,45.4,7.8,6.6,0.474,18.1,29.3,0.248
341,Wisconsin NCAA,35,23,12,0.657,18.76,9.73,,12,6,,15,3,,5,6,,2274,1958,,61.4,104.4,0.297,0.401,0.508,50.8,56.5,9.2,10.8,0.486,13,32.4,0.188
342,Wofford,32,13,19,0.406,-6.74,-4.65,,7,11,,9,3,,3,15,,1858,1890,,63.6,91.3,0.281,0.35,0.483,46.2,55.5,11.7,6.8,0.446,17.7,26.9,0.204
343,Wright State,36,23,13,0.639,2.25,-1.15,,10,6,,12,5,,8,7,,2233,2105,,63,97.7,0.332,0.33,0.528,46.5,53.7,11.7,6.3,0.495,18.1,27,0.234
344,Wyoming,34,20,14,0.588,5.39,4.61,,4,12,,13,6,,6,7,,2074,2010,,60.8,99.5,0.39,0.42,0.529,44,56.2,10.3,9.4,0.495,16.5,24.4,0.263
345,Xavier,31,17,14,0.548,7.7,4.96,,9,7,,11,4,,4,7,,2021,1936,,63.2,102.3,0.414,0.253,0.534,51.2,48.2,8.3,8.4,0.501,17.5,34.3,0.276
346,Yale,31,14,17,0.452,-3.95,-0.81,,8,6,,8,4,,5,11,,2079,2056,,64.1,103,0.425,0.323,0.534,50.7,57.4,9.8,8.7,0.487,18.5,35.5,0.309
347,Youngstown State,34,18,16,0.529,-2.14,-0.81,,7,9,,12,5,,6,8,,2426,2356,,67.9,102.8,0.347,0.357,0.526,46.3,59.1,9.8,13.2,0.493,14.7,28.3,0.24
