"","X","team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"1432",44,"San Diego St.","MWC",0.864025,44,110.368,48,93.9751,49,64.1909,295,1.3471424478749,21,0.5584,0.5584,25,0.6248,0.6248,11,2010
"1434",46,"Louisville","BE",0.860765,46,113.935,23,97.2444,90,67.351,168,-0.105161362365,17,0.5131,0.5131,32,0.7045,0.7045,9,2010
"1435",47,"New Mexico","MWC",0.860617,47,113.743,24,97.0903,86,68.3705,121,4.9063715296144,17,0.5703,0.5703,22,0.6107,0.6107,3,2010
"1436",48,"Richmond","A10",0.854261,48,107.986,70,92.594,35,63.8155,302,2.5918824870575,24,0.5659,0.5659,26,0.6335,0.6335,7,2010
"1437",49,"Florida","SEC",0.847099,49,112.363,33,96.8206,83,65.6454,248,-0.048537306122157,21,0.5017,0.5017,31,0.6734,0.6734,10,2010
"1439",51,"Cornell","Ivy",0.845315,51,116.748,9,100.72,159,65.6548,247,1.8675483065366,26,0.5655,0.5655,21,0.4849,0.4849,12,2010
"1442",54,"Wake Forest","ACC",0.841798,54,106.639,92,92.2115,28,70.0497,55,1.0404276025961,20,0.511,0.511,34,0.7149,0.7149,9,2010
"1454",66,"Siena","MAAC",0.797383,66,107.54,76,95.4621,66,70.7726,34,0.90500067986656,28,0.5729,0.5729,18,0.5111,0.5111,13,2010
"1455",67,"Murray St.","OVC",0.79444,67,106.303,97,94.5126,56,66.9672,191,0.048842830253932,14,0.3877,0.3877,12,0.389,0.389,13,2010
"1468",80,"Wofford","SC",0.756184,80,103.474,143,93.7751,47,64.5387,283,-1.8519646624123,26,0.5725,0.5725,16,0.4758,0.4758,13,2010
"1474",86,"Houston","CUSA",0.741424,86,111.343,39,101.597,177,72.6196,12,-6.3984671911926,17,0.5589,0.5589,22,0.6208,0.6208,13,2010
"1484",96,"Sam Houston St.","Slnd",0.713709,96,109.166,56,100.83,161,70.236,51,-2.5139893583732,25,0.5848,0.5848,14,0.4402,0.4402,14,2010
"1490",102,"Ohio","MAC",0.695836,102,106.215,100,98.8398,118,70.1521,53,-7.7748813053596,16,0.5048,0.5048,16,0.5273,0.5273,14,2010
"1502",114,"New Mexico St.","WAC",0.648489,114,109.955,52,104.253,231,71.6926,24,-2.331428865576,25,0.5379,0.5379,23,0.5818,0.5818,12,2010
"1515",127,"Montana","BSky",0.618631,127,104.226,134,99.933,142,63.107,313,-4.6397765195894,17,0.5003,0.5003,13,0.4382,0.4382,14,2010
"1523",135,"UC Santa Barbara","BW",0.596857,135,99.433,201,96.0975,72,67.4429,165,-4.1268504433217,22,0.5735,0.5735,15,0.477,0.477,15,2010
"1530",142,"Oakland","Sum",0.580766,142,106.237,99,103.268,211,70.2959,48,-1.0558994956931,39,0.666,0.666,19,0.4634,0.4634,14,2010
"1537",149,"Vermont","AE",0.555567,149,102.15,159,100.187,149,67.9103,141,-5.0791599116599,12,0.4144,0.4144,10,0.3601,0.3601,16,2010
"1555",167,"East Tennessee St.","ASun",0.505375,167,97.8246,231,97.6419,96,68.5484,107,-8.1121684484251,29,0.6876,0.6876,16,0.4658,0.4658,16,2010
"1559",171,"Morgan St.","MEAC",0.49372,171,102.999,148,103.224,210,70.042,56,-3.9103612608254,21,0.4893,0.4893,13,0.3435,0.3435,15,2010
"1570",182,"Lehigh","Pat",0.473764,182,104.341,131,105.298,247,70.5717,42,-6.7921107638515,12,0.337,0.337,10,0.3151,0.3151,16,2010
"1571",183,"North Texas","SB",0.472098,183,101.403,170,102.392,192,68.4917,112,-3.8633712683747,20,0.4512,0.4512,13,0.3855,0.3855,15,2010
"1575",187,"Robert Morris","NEC",0.462778,187,98.9584,209,100.25,150,67.2468,176,-6.5044549257282,22,0.5667,0.5667,12,0.359,0.359,15,2010
"1626",238,"Winthrop","BSth",0.311399,238,89.5551,322,95.9533,68,65.2594,266,-8.706730709651,27,0.6153,0.6153,11,0.348,0.348,16,2010
"1634",246,"Arkansas Pine Bluff","SWAC",0.30123,246,90.3756,317,97.2363,89,66.8738,194,-8.0186918393805,50,0.8381,0.8381,21,0.3986,0.3986,16,2010
"1736",1,"Memphis","CUSA",0.967966,1,111.794,35,83.1187,1,67.9594,121,6.9491495452303,26,0.6201,0.6201,24,0.6359,0.6359,2,2009
"1737",2,"Connecticut","BE",0.96755,2,115.424,16,85.9176,3,68.5192,95,8.7395059546033,19,0.5108,0.5108,35,0.7107,0.7107,1,2009
"1738",3,"North Carolina","ACC",0.967424,3,123.064,1,91.6363,21,74.2853,7,7.6537570329365,18,0.5627,0.5627,33,0.7318,0.7318,1,2009
"1739",4,"Louisville","BE",0.957685,4,112.014,32,85.4023,2,68.2497,105,8.0314165283698,14,0.5651,0.5651,32,0.7235,0.7235,1,2009
"1740",5,"Pittsburgh","BE",0.957074,5,120.732,2,92.1692,27,66.2482,189,8.5717133015672,17,0.5825,0.5825,34,0.7288,0.7288,1,2009
"1741",6,"Missouri","B12",0.94745,6,116.313,9,90.4504,17,71.8811,19,6.0660283148939,17,0.4628,0.4628,31,0.6719,0.6719,3,2009
"1742",7,"Kansas","B12",0.940896,7,113.617,23,89.3161,9,68.1967,108,5.4051536262817,24,0.5742,0.5742,32,0.7036,0.7036,3,2009
"1743",8,"UCLA","P10",0.940623,8,119.368,3,93.8767,46,66.6879,170,4.5409055335598,15,0.495,0.495,31,0.7055,0.7055,6,2009
"1744",9,"Michigan St.","B10",0.940211,9,113.239,25,89.1136,8,67.8137,129,7.3609554427441,27,0.6293,0.6293,37,0.7595,0.7595,2,2009
"1745",10,"West Virginia","BE",0.93997,10,114.359,21,90.0285,13,65.6298,223,3.8904021735013,20,0.5662,0.5662,36,0.7229,0.7229,6,2009
"1746",11,"Gonzaga","WCC",0.938383,11,116.006,13,91.5461,20,68.9244,80,4.4176744728831,38,0.6953,0.6953,26,0.6017,0.6017,4,2009
"1747",12,"Duke","ACC",0.938065,12,116.776,7,92.1979,28,68.2362,106,7.833867077348,23,0.5944,0.5944,33,0.7306,0.7306,2,2009
"1748",13,"Oklahoma","B12",0.936944,13,117.864,4,93.2113,38,68.167,109,7.3524784986166,19,0.5404,0.5404,32,0.7041,0.7041,2,2009
"1749",14,"Villanova","BE",0.936158,14,113.855,22,90.1447,14,68.699,86,5.9841730221669,13,0.4487,0.4487,36,0.7019,0.7019,3,2009
"1750",15,"Syracuse","BE",0.933035,15,116.304,10,92.4933,33,71.2112,27,5.8840332706214,22,0.5645,0.5645,37,0.7373,0.7373,3,2009
"1751",16,"Arizona St.","P10",0.93153,16,117.199,6,93.3988,40,60.8353,331,4.768108117226,19,0.5048,0.5048,34,0.7228,0.7228,6,2009
"1752",17,"Purdue","B10",0.927441,17,109.374,59,87.6369,5,67.6966,133,3.8974674776763,14,0.4313,0.4313,32,0.6909,0.6909,5,2009
"1753",18,"Washington","P10",0.926629,18,111.807,34,89.68,11,73.4802,10,4.9533470712761,17,0.5383,0.5383,33,0.7285,0.7285,4,2009
"1754",19,"Marquette","BE",0.914741,19,116.462,8,94.7481,55,69.1981,72,3.409092841635,14,0.4508,0.4508,32,0.6707,0.6707,6,2009
"1755",20,"BYU","MWC",0.90843,20,113.017,27,92.5737,34,70.0837,49,2.2505238896126,19,0.5313,0.5313,23,0.6208,0.6208,8,2009
"1756",21,"Xavier","A10",0.903339,21,109.053,63,89.7916,12,67.2245,147,2.7753502958156,30,0.6778,0.6778,25,0.6424,0.6424,4,2009
"1757",22,"Clemson","ACC",0.903261,22,115.834,14,95.3824,65,69.1815,73,2.6986357082078,15,0.4574,0.4574,28,0.6554,0.6554,7,2009
"1758",23,"Texas","B12",0.902722,23,111.575,39,91.9246,26,66.4878,178,2.619367542886,25,0.5742,0.5742,34,0.7218,0.7218,7,2009
"1759",24,"USC","P10",0.899118,24,109.264,60,90.3375,16,65.0814,247,2.4855429518393,21,0.5633,0.5633,37,0.7463,0.7463,10,2009
"1760",25,"Illinois","B10",0.897103,25,105.344,102,87.2634,4,63.8501,289,3.83595820754,16,0.4756,0.4756,31,0.6838,0.6838,5,2009
"1761",26,"Wake Forest","ACC",0.893253,26,111.065,43,92.3315,31,73.6429,9,5.1087575854001,16,0.4477,0.4477,29,0.668,0.668,4,2009
"1762",27,"Oklahoma St.","B12",0.890407,27,116.046,12,96.7204,78,70.5823,36,2.6938529094763,22,0.5174,0.5174,35,0.7101,0.7101,8,2009
"1764",29,"Wisconsin","B10",0.881254,29,111.531,40,93.6922,42,60.4371,334,0.33090519535748,23,0.5562,0.5562,33,0.7162,0.7162,12,2009
"1765",30,"Tennessee","SEC",0.877425,30,114.417,20,96.4182,72,69.4222,68,1.2085741306897,35,0.6836,0.6836,32,0.7285,0.7285,9,2009
"1766",31,"Utah","MWC",0.877022,31,109.428,57,92.2442,29,66.0009,205,2.663448485871,25,0.674,0.674,26,0.6824,0.6824,5,2009
"1767",32,"California","P10",0.871236,32,116.05,11,98.2744,115,67.4189,137,3.2440253140299,20,0.4898,0.4898,34,0.6975,0.6975,7,2009
"1768",33,"Ohio St.","B10",0.868161,33,112.001,33,95.0698,59,64.0717,283,3.218376272899,17,0.4869,0.4869,33,0.7082,0.7082,8,2009
"1774",39,"Florida St.","ACC",0.861227,39,105.007,106,89.5938,10,67.1549,149,4.9836524237767,19,0.5331,0.5331,34,0.7089,0.7089,5,2009
"1775",40,"Arizona","P10",0.860972,40,117.724,5,100.463,155,65.6669,220,0.75215744898835,22,0.5741,0.5741,36,0.7415,0.7415,12,2009
"1777",42,"Michigan","B10",0.852793,42,110.58,46,94.9155,56,64.3854,271,0.86803989816118,28,0.53,0.53,37,0.7272,0.7272,10,2009
"1779",44,"Texas A&M","B12",0.852289,44,112.746,28,96.8078,80,65.1135,244,1.8550728147654,11,0.4572,0.4572,30,0.6761,0.6761,9,2009
"1780",45,"LSU","SEC",0.851069,45,111.184,41,95.5472,67,66.6175,173,2.3774932997434,14,0.4011,0.4011,24,0.6096,0.6096,8,2009
"1781",46,"Minnesota","B10",0.848997,46,105.655,99,90.9242,18,65.9723,206,1.8452594038089,13,0.4662,0.4662,31,0.6991,0.6991,10,2009
"1785",50,"Butler","Horz",0.841239,50,108.791,64,94.1065,47,63.8689,288,2.3784568320507,27,0.6418,0.6418,19,0.5749,0.5749,9,2009
"1786",51,"Maryland","ACC",0.833895,51,109.579,54,95.2342,62,67.983,119,0.087760024573201,18,0.4898,0.4898,34,0.7026,0.7026,10,2009
"1789",54,"Temple","A10",0.825352,54,107.352,76,93.7912,45,64.9862,254,-0.53597982454452,28,0.6241,0.6241,26,0.6405,0.6405,11,2009
"1790",55,"Utah St.","WAC",0.818753,55,115.102,17,100.957,166,61.3526,328,2.4087032996049,15,0.4734,0.4734,15,0.5165,0.5165,11,2009
"1791",56,"VCU","CAA",0.816053,56,107.456,74,94.3994,51,67.3167,144,-2.3193574718895,22,0.5858,0.5858,16,0.5184,0.5184,11,2009
"1794",59,"Mississippi St.","SEC",0.803657,59,107.359,75,94.9767,57,68.5592,94,-1.6827376976108,13,0.4782,0.4782,24,0.6469,0.6469,13,2009
"1796",61,"Boston College","ACC",0.801838,61,112.593,29,99.7062,143,66.9505,159,0.5240552674175,13,0.447,0.447,28,0.6607,0.6607,7,2009
"1802",67,"Siena","MAAC",0.792913,67,109.378,58,97.326,88,71.6868,21,0.073928440524743,28,0.6644,0.6644,19,0.5372,0.5372,9,2009
"1807",72,"Cleveland St.","Horz",0.784047,72,103.603,128,92.6141,35,64.9859,255,-1.3869736882399,31,0.631,0.631,22,0.5815,0.5815,13,2009
"1813",78,"Dayton","A10",0.766568,78,101.774,155,91.7772,25,65.9567,207,1.1009892236325,14,0.4434,0.4434,21,0.5721,0.5721,11,2009
"1815",80,"North Dakota St.","Sum",0.764051,80,112.556,30,101.623,184,69.1014,75,-0.79591557811656,21,0.5413,0.5413,14,0.4552,0.4552,14,2009
"1818",83,"Northern Iowa","MVC",0.743797,83,108.5,66,98.8967,128,62.2256,319,-1.7448289127269,21,0.5647,0.5647,20,0.5992,0.5992,12,2009
"1827",92,"Western Kentucky","SB",0.704048,92,109.081,62,101.162,171,66.7723,167,-2.1372598479597,28,0.6266,0.6266,17,0.4884,0.4884,12,2009
"1828",93,"Akron","MAC",0.699473,93,101.854,154,94.6397,53,65.7849,216,-5.3629462644815,20,0.4704,0.4704,16,0.4756,0.4756,13,2009
"1837",102,"Stephen F. Austin","Slnd",0.667592,102,94.202,278,88.6597,7,63.4767,299,-2.5426873689965,22,0.5808,0.5808,14,0.448,0.448,14,2009
"1840",105,"Cal St. Northridge","BW",0.653874,105,101.462,165,96.0021,68,72.8952,14,-6.735607890936,28,0.5835,0.5835,18,0.5081,0.5081,15,2009
"1845",110,"Cornell","Ivy",0.638076,110,106.306,88,101.192,172,66.9211,160,-4.7939726999247,19,0.4789,0.4789,13,0.3809,0.3809,14,2009
"1849",114,"East Tennessee St.","ASun",0.622114,114,103.782,123,99.3788,136,71.4666,24,-5.8981182777878,13,0.4598,0.4598,11,0.3932,0.3932,16,2009
"1851",116,"American","Pat",0.613875,116,103.161,135,99.0844,131,61.8352,321,-2.31532767661,21,0.4872,0.4872,13,0.3687,0.3687,14,2009
"1864",129,"Portland St.","BSky",0.582472,129,107.074,80,104.019,236,66.4354,180,-3.9445822832696,23,0.4999,0.4999,15,0.4346,0.4346,13,2009
"1877",142,"Robert Morris","NEC",0.551924,142,100.874,175,99.0619,130,67.1281,152,-5.1421168717488,22,0.5084,0.5084,13,0.3591,0.3591,15,2009
"1898",163,"Morgan St.","MEAC",0.497829,163,97.9308,228,98.0048,111,66.4758,179,-5.7717363835235,25,0.5777,0.5777,14,0.3541,0.3541,15,2009
"1903",168,"Morehead St.","OVC",0.481621,168,99.9991,192,100.641,159,66.5698,175,-9.3342426652477,24,0.5484,0.5484,15,0.4438,0.4438,16,2009
"1909",174,"Binghamton","AE",0.473152,174,100.568,180,101.513,181,68.3902,99,-4.508924875067,10,0.4121,0.4121,10,0.3778,0.3778,15,2009
"1921",186,"Radford","BSth",0.446346,186,99.0263,212,100.899,163,70.0517,50,-6.5741753843473,30,0.664,0.664,14,0.393,0.393,16,2009
"1943",208,"Alabama St.","SWAC",0.401702,208,97.854,229,101.303,175,65.3019,233,-5.0869804663818,32,0.6747,0.6747,10,0.2848,0.2848,16,2009
"1954",219,"Chattanooga","SC",0.366462,219,102.017,150,106.99,280,71.2188,26,-9.4471405933652,42,0.7271,0.7271,18,0.4358,0.4358,16,2009
"2080",1,"Kansas","B12",0.982498,1,121.369,2,85.5065,2,68.6453,117,9.9276476480053,16,0.4877,0.4877,33,0.7008,0.7008,1,2008
"2081",2,"Memphis","CUSA",0.971452,2,116.963,6,86.0686,3,70.1847,72,8.925489065997,25,0.6424,0.6424,26,0.6499,0.6499,1,2008
"2082",3,"UCLA","P10",0.966392,3,116.196,8,86.7657,5,66.074,215,10.766958948889,18,0.4743,0.4743,33,0.6896,0.6896,1,2008
"2083",4,"North Carolina","ACC",0.965916,4,122.927,1,91.9077,26,74.6909,8,11.896896582733,21,0.5551,0.5551,34,0.7231,0.7231,1,2008
"2084",5,"Wisconsin","B10",0.959993,5,112.57,36,85.3906,1,63.1199,306,8.26890641984,22,0.543,0.543,30,0.6862,0.6862,3,2008
"2085",6,"Louisville","BE",0.951439,6,112.087,39,86.5361,4,67.1763,171,4.7412692436825,21,0.57,0.57,32,0.7101,0.7101,3,2008
"2086",7,"Duke","ACC",0.948805,7,115.836,10,89.864,10,73.4556,13,8.913860383533,26,0.5956,0.5956,34,0.7231,0.7231,2,2008
"2087",8,"Texas","B12",0.947598,8,120.612,3,93.7695,41,64.7266,265,8.4030046190974,24,0.5058,0.5058,35,0.7,0.7,2,2008
"2088",9,"Georgetown","BE",0.947187,9,112.955,32,87.8797,6,62.9437,311,7.6637136252657,18,0.4875,0.4875,31,0.6884,0.6884,2,2008
"2089",10,"Washington St.","P10",0.935891,10,113.361,27,89.788,8,60.0062,334,4.9080800987641,14,0.3931,0.3931,33,0.6711,0.6711,4,2008
"2090",11,"Stanford","P10",0.932028,11,112.796,33,89.8285,9,65.1452,256,6.734747214975,12,0.4153,0.4153,34,0.6874,0.6874,3,2008
"2091",12,"Marquette","BE",0.930447,12,114.135,23,91.0908,17,68.5684,122,3.8495779879165,18,0.4025,0.4025,32,0.6589,0.6589,6,2008
"2092",13,"Clemson","ACC",0.929922,13,113.184,29,90.3951,12,69.5958,90,4.4027354803279,17,0.5082,0.5082,32,0.6965,0.6965,5,2008
"2093",14,"Tennessee","SEC",0.929015,14,114.604,19,91.6395,24,72.8174,19,9.1945392611432,31,0.5948,0.5948,32,0.6998,0.6998,2,2008
"2094",15,"Davidson","SC",0.928696,15,114.67,17,91.7304,25,68.4393,128,1.5092707119034,37,0.6601,0.6601,23,0.537,0.537,10,2008
"2095",16,"Michigan St.","B10",0.920699,16,114.696,16,92.6734,29,65.3246,249,5.1085798902161,23,0.5505,0.5505,33,0.6987,0.6987,5,2008
"2096",17,"Xavier","A10",0.920537,17,115.514,11,93.352,36,65.7525,225,4.6625326979579,22,0.6099,0.6099,26,0.6692,0.6692,3,2008
"2097",18,"Texas A&M","B12",0.915543,18,112.124,38,91.1372,20,63.8,294,3.079784780641,14,0.4401,0.4401,32,0.6723,0.6723,9,2008
"2098",19,"West Virginia","BE",0.913785,19,113.807,25,92.6864,30,65.6212,232,2.6479841309279,14,0.4569,0.4569,31,0.6775,0.6775,7,2008
"2099",20,"Kansas St.","B12",0.911707,20,114.51,20,93.4707,37,71.8276,30,1.0236764565196,16,0.4461,0.4461,32,0.6692,0.6692,11,2008
"2100",21,"Drake","MVC",0.908115,21,119.278,4,97.7341,96,64.4428,278,5.1742659953069,16,0.4347,0.4347,21,0.5994,0.5994,5,2008
"2101",22,"Purdue","B10",0.904704,22,110.076,51,90.5103,13,68.4575,126,3.808773503204,20,0.4784,0.4784,30,0.6558,0.6558,6,2008
"2102",23,"Pittsburgh","BE",0.901547,23,116.223,7,95.8648,67,65.2954,252,5.2584719779356,18,0.4662,0.4662,33,0.6816,0.6816,4,2008
"2103",24,"Connecticut","BE",0.899225,24,114.878,15,94.9691,58,69.0288,103,4.3417364199316,20,0.5107,0.5107,29,0.6732,0.6732,4,2008
"2104",25,"Arizona","P10",0.899153,25,115.467,12,95.463,63,65.2987,251,1.4960671748701,32,0.6461,0.6461,39,0.7381,0.7381,10,2008
"2105",26,"Gonzaga","WCC",0.89687,26,112.64,35,93.3278,35,68.3551,131,2.1372126338506,31,0.6631,0.6631,23,0.5605,0.5605,7,2008
"2106",27,"Notre Dame","BE",0.89571,27,114.634,18,95.0828,60,70.5486,55,4.3767778663271,13,0.4084,0.4084,29,0.6549,0.6549,5,2008
"2107",28,"Butler","Horz",0.894635,28,114.239,22,94.85,53,61.2143,329,4.7298937028633,22,0.6508,0.6508,18,0.59,0.59,7,2008
"2108",29,"USC","P10",0.894514,29,109.398,56,90.8402,14,67.3826,158,3.6255466297608,24,0.5373,0.5373,37,0.718,0.718,6,2008
"2109",30,"Indiana","B10",0.892641,30,114.083,24,94.8934,55,68.4447,127,4.7532137400071,18,0.5135,0.5135,28,0.6682,0.6682,8,2008
"2113",34,"Mississippi St.","SEC",0.873414,34,107.764,74,91.1026,18,68.5453,123,0.57122200708574,16,0.4995,0.4995,26,0.6635,0.6635,8,2008
"2114",35,"BYU","MWC",0.867497,35,105.934,106,89.9655,11,70.1702,73,2.5206804050297,20,0.4445,0.4445,22,0.5515,0.5515,8,2008
"2116",37,"Miami FL","ACC",0.861974,37,111.547,41,95.122,61,67.7082,149,1.6009898099513,11,0.3902,0.3902,29,0.6508,0.6508,7,2008
"2117",38,"Arkansas","SEC",0.861051,38,110.791,47,94.5411,51,68.5705,121,0.53688028117371,17,0.5267,0.5267,28,0.6845,0.6845,9,2008
"2119",40,"Baylor","B12",0.850871,40,115.908,9,99.6201,127,71.6529,31,1.5000137385525,14,0.4132,0.4132,30,0.6449,0.6449,11,2008
"2120",41,"Oregon","P10",0.849656,41,118.033,5,101.531,163,68.024,139,0.78926835811431,21,0.5271,0.5271,36,0.7118,0.7118,9,2008
"2123",44,"UNLV","MWC",0.843441,44,108.847,62,94.0194,45,66.2402,205,2.2164569674484,16,0.4998,0.4998,22,0.5946,0.5946,8,2008
"2124",45,"Saint Mary's","WCC",0.839241,45,107.405,79,93.0284,32,68.3691,130,1.2068702516874,20,0.544,0.544,18,0.5014,0.5014,10,2008
"2125",46,"Villanova","BE",0.838003,46,107.856,73,93.4936,38,69.4246,94,0.34324906580903,16,0.4885,0.4885,32,0.6979,0.6979,12,2008
"2126",47,"Oklahoma","B12",0.835223,47,107.446,77,93.3025,34,65.1238,257,2.8016470146396,22,0.5265,0.5265,34,0.7029,0.7029,6,2008
"2127",48,"Western Kentucky","SB",0.828326,48,109.649,53,95.6251,65,69.6402,88,0.21957840186139,19,0.4557,0.4557,16,0.466,0.466,12,2008
"2128",49,"Saint Joseph's","A10",0.827382,49,113.772,26,99.2777,118,65.359,247,-1.2407198643454,18,0.5305,0.5305,24,0.634,0.634,11,2008
"2133",54,"Vanderbilt","SEC",0.81754,54,111.371,42,97.7537,97,70.3921,64,3.7710450624762,12,0.5081,0.5081,24,0.6563,0.6563,4,2008
"2139",60,"Kent St.","MAC",0.804361,60,105.946,105,93.6902,39,66.5588,192,2.3170082039884,21,0.5203,0.5203,18,0.5391,0.5391,9,2008
"2146",67,"Temple","A10",0.792785,67,111.173,44,98.9297,112,65.5542,236,-1.7060290766385,22,0.5857,0.5857,23,0.6481,0.6481,12,2008
"2147",68,"Kentucky","SEC",0.79202,68,106.598,91,94.8966,56,64.2905,283,-1.0868683107122,20,0.484,0.484,29,0.6646,0.6646,11,2008
"2153",74,"South Alabama","SB",0.768567,74,110.453,48,99.5063,123,66.6695,186,-0.25312717562716,16,0.4574,0.4574,14,0.4449,0.4449,10,2008
"2160",81,"Oral Roberts","Sum",0.74898,81,102.101,167,92.842,31,65.6947,227,-0.94131836066567,29,0.6241,0.6241,17,0.4927,0.4927,13,2008
"2165",86,"George Mason","CAA",0.738029,86,107.954,71,98.6558,105,63.7197,296,-3.5718041632755,20,0.5727,0.5727,14,0.5,0.5,12,2008
"2169",90,"Georgia","SEC",0.728125,90,103.152,145,94.684,52,66.6183,189,-3.8508139842984,17,0.4216,0.4216,29,0.6627,0.6627,14,2008
"2176",97,"Siena","MAAC",0.700836,97,106.792,87,99.1722,116,69.1547,100,-3.7773953228407,25,0.573,0.573,15,0.4773,0.4773,13,2008
"2179",100,"Cal St. Fullerton","BW",0.68791,100,109.056,60,101.813,172,74.1409,10,-3.2196384160988,13,0.4084,0.4425,12,0.4034,0.416,14,2008
"2190",111,"Winthrop","BSth",0.660799,111,96.3019,249,90.8764,15,63.5074,300,-4.2482544049297,25,0.6035,0.6035,16,0.4543,0.4543,13,2008
"2191",112,"San Diego","WCC",0.66015,112,99.9764,191,94.3676,48,65.2658,254,-3.9204553525358,20,0.5409,0.5409,21,0.5327,0.5327,13,2008
"2199",120,"Portland St.","BSky",0.631123,120,106.734,89,101.865,174,68.0653,138,-3.3851814696506,23,0.4666,0.4666,15,0.3959,0.3959,16,2008
"2211",132,"Cornell","Ivy",0.597309,132,107.384,80,103.765,204,69.8007,82,-1.2443651176192,16,0.3982,0.3982,12,0.3468,0.3468,14,2008
"2213",134,"Boise St.","WAC",0.592958,134,105.758,108,102.354,181,72.9166,17,-2.3845832966006,11,0.4014,0.4014,13,0.4394,0.4394,14,2008
"2219",140,"UMBC","AE",0.566558,140,110.215,50,107.678,281,66.0408,217,-2.9645976484426,19,0.5003,0.5003,13,0.3971,0.3971,15,2008
"2227",148,"Belmont","ASun",0.548665,148,105.712,109,103.932,209,71.2268,38,-3.497610162955,16,0.4701,0.4701,11,0.37,0.37,15,2008
"2236",157,"American","Pat",0.520788,157,105.259,116,104.5,220,62.6737,318,-5.8151788969021,17,0.4425,0.4425,13,0.4069,0.4069,15,2008
"2246",167,"Austin Peay","OVC",0.482531,167,102.173,165,102.796,189,67.2084,169,-5.2507533960307,23,0.5962,0.5962,12,0.3625,0.3625,15,2008
"2249",170,"Mount St. Mary's","NEC",0.467947,170,98.9945,209,100.106,140,67.6103,153,-9.4603695916903,16,0.5079,0.5079,11,0.3823,0.3823,16,2008
"2264",185,"UT Arlington","Slnd",0.419619,185,100.095,190,102.958,192,70.348,65,-7.007981007976,8,0.2803,0.2803,10,0.3548,0.3548,16,2008
"2373",294,"Coppin St.","MEAC",0.16949,294,91.5004,312,105.061,231,63.8543,291,-12.980561723081,30,0.5236,0.5585,15,0.3459,0.3555,16,2008
"2388",309,"Mississippi Valley St.","SWAC",0.145642,309,89.7469,323,104.673,224,64.9231,261,-9.982872451616,32,0.6077,0.6077,14,0.3033,0.3033,16,2008
